entry_id,text,label,model,created_at
d995b53a57f0b20f961fc2bd77e42f58643530db,又找不到钥匙了，真烦！,生气,deepseek-v3.2,1772960584.3114612
0987136a3f31ca17f011064ebf3b6b5e43429059,辛辛苦苦学了那么久，结果考试还是没考好，真的很生气。,生气,gpt-4.1,1772960584.7749474
353583bc943b9c31c5c9d48f64765ab6e29b772f,最近身体状态挺稳定的，没有什么大问题。,平静,gpt-4.1,1772960584.8015132
fdaaf8c537436cc552b6814d5c7b9064ca4609ba,没想到我的体检报告居然一切正常！,惊讶,gpt-4.1,1772960584.8926346
b77a9575edcb8d81c72cd2176b3668927e524658,老板突然夸我了。,惊讶,gpt-4.1,1772960585.8822515
793f6641c65172d7b57412b679755c1e21c500cd,今天下班路上捡到一只小猫，抱回家那一刻感觉整天的疲惫都被治愈了。,开心,gpt-5.1,1772960586.142097
2edc9ef5876f2ac784ef9973720e4828766c0f66,你突然出现在我面前，吓我一跳！,惊讶,gpt-4.1,1772960586.8308346
5d4beba75be72d1d117b706a3931cc903bb7bcdf,他当着大家的面抖脚啃指甲还打嗝，整桌人都替他尴尬，我真是反胃想躲远点啊！,厌恶,gpt-5.1,1772960586.8863
7265c2b84ee9b4861fecf0235b3d5bcc6e989e3e,太棒了，今天的工作进展特别顺利，真让人开心啊！,开心,gpt-4.1,1772960587.8038635
b67bb6bd13ff45fd22dc048bc6d5c89448f75443,今天的分享会大家配合得真好，赶紧记录下这个开心的时刻吧！,开心,deepseek-v3.2,1772960587.928264
9384a0db9300b6ef3276bdff80228fc29f213898,为什么我的努力总是得不到认可，真让人心寒啊！,伤心,gpt-4.1,1772960588.0932634
6a57ed49ea289d63bc7ac02723418774d4cea36b,他们总把错误算我头上,生气,gpt-5.1,1772960588.1217675
201f00f5686badc165c6cffbcf0779efda69e250,见到你真好！,开心,gemini-2.5-flash,1772960588.9610155
663e288f690a27b76cb7054ed3aa62cd45ddb836,你怎么总是用这种恶心的方式去看病啊？,厌恶,gpt-4.1,1772960589.0593338
dda01072a774dbcb1672c619c2d48bb530805bf2,生活就这样慢慢地走着啊。,平静,gpt-4.1,1772960590.0168037
7b08a27ca3a8b6b276dabb4de32e36e698cfd4b1,这病房里的怪味，真是让人想吐吗？,厌恶,gemini-2.5-flash,1772960590.5079896
3cd73fec6bb7a2081cb652d8f63d658944d903bd,我血压竟然正常了,惊讶,gpt-5,1772960591.1755567
04762abdc3b873f037608d7620f4bf16d89cdcb8,我的努力没有白费，这次考试成绩超赞！,开心,gemini-2.5-flash,1772960591.2475383
add8e0053e650ff1a893efe721e7866bad57eee0,你干嘛每次吃完饭都把碗筷堆在公共洗手池里啊？,厌恶,deepseek-v3.2,1772960591.8032982
156273f5f65455aa69c39bea497682244bbeac26,医生说没大碍，按时吃药休息就好！,平静,gpt-5,1772960592.5194652
75f01761aa7c328850cb79dad5b9a89d45c5e40e,没想到血压这么高！,惊讶,gpt-5,1772960592.746358
a2e38a8708e2588ad89ee73a83604261f4a667d2,有你真好呀！,开心,gemini-2.5-flash,1772960593.569308
2831f494afe4ca235c050e2db60d1a92077173b0,这口气太难闻了，恶心死了。,厌恶,Qwen/Qwen3-30B-A3B-Thinking-2507,1772960593.9195275
9c03b261634df1fcafb8bed950774cd8967c4412,这次又考砸了，好难过,伤心,gpt-5.1,1772960594.064783
f088eb12ba620b3681e0a005ad547a554b55f4e6,每次看到他故意在别人背后说坏话，我就觉得特别反感。,厌恶,deepseek-v3.2,1772960594.1810093
7013d6d4f7f5aad9cd6705400e1b3bd3fe281486,冰箱里这股酸臭味，真是恶心死了！,厌恶,gpt-5,1772960594.3511817
f4f0f176e5f0091d7817744f5bf8f2de1ac64727,你说话总这么拐弯抹角，是故意让人不舒服吗？,厌恶,gpt-4.1,1772960595.2108772
889c5d4b673cd423c63e8d96bf2bc7c05a13a2ad,这考试简直恶心死了！,厌恶,gpt-5.1,1772960595.5747492
dcfeda324eaa653fb9bf75a3157d72c50e293287,大家在群里聊得热火朝天，我却怎么也插不上话，感觉自己被孤立了，心里挺难受的。,伤心,gemini-2.5-flash,1772960596.4510972
52343769a7ad528617ebf0d472fd394204f7dd68,这么顺利升职加薪，我是不是该请客庆祝一下？,开心,gpt-5.1,1772960596.9175088
9aaa234b16003e53a773ae8925c5c84f7a113f6b,今天下班回家发现没人等我，连想说话的人都没有，心里空落落的，特别难过。,伤心,gpt-5.1,1772960598.240115
95f94a8d7bbc52ed0c5c4fd8ddc69c2b335eecb7,这人怎么这样啊！,厌恶,gemini-2.5-flash,1772960598.604842
7b2d8faea3f365cba87b9b44815914a5086afe4b,快告诉我，检查结果怎么会这样？,惊讶,gemini-2.5-flash,1772960599.6521857
97b3eae93d14df11580953c7ed49248f3c257b1c,看到考试题就烦。,厌恶,deepseek-v3.2,1772960600.1998305
70c3218c186107f27dda6c96c327dbf3ab16b3eb,快去医院检查一下，这种症状太突然了！,惊讶,gpt-4.1,1772960600.586809
0d835d236b9db79e7494995ac4f141290355c640,我刚刚在街上遇到多年未见的老朋友，真没想到还能这样重逢！,惊讶,gpt-4.1,1772960601.2626367
4dc64d32f8e8c2e2dd4ab15bdc75c730098bfaa1,我发现冰箱里竟然藏着巧克力蛋糕！,惊讶,gemini-2.5-flash,1772960601.8605888
e1c4db2140a5ef57557c3312648c99bfb01574e6,终于把今天的事情都处理完了，感觉特别平静啊！,平静,Qwen/Qwen3-30B-A3B-Thinking-2507,1772960603.0278864
276d6e29177f94b5d4329a9338657218248afe95,血压终于正常了！,平静,deepseek-v3.2,1772960604.5260324
f5236a1a997e57e4f45f557e37b0e81ce09c6f91,你怎么突然不回我消息了，群里也不理我，是不是我哪里让你失望了？,伤心,gpt-5,1772960604.6841528
9e537462eab2abae26d59533a0d10e07dc2aa550,这味道好难闻！,厌恶,Qwen/Qwen3-30B-A3B-Thinking-2507,1772960606.2070162
ca5667a8d4fc4bb41052d9953c8884ce94ed2170,哇，这也太巧了吧！,惊讶,gpt-5.1,1772960606.4248936
e5542d9bed6da5728650a3078aa9cfb6ea06f332,我们下午开个短会，议程定好了吗？,平静,gpt-5,1772960608.017242
784300c2abe1d4c7ee2254cdaef432e8222ab5e4,看到地上那滩黏糊糊的东西，真恶心。,厌恶,deepseek-v3.2,1772960608.074347
ebc6d4af3d87924afec0eb5caa5e5d672f23586f,天啊，这种恶心的气味简直无法接受！,厌恶,Qwen/Qwen3-30B-A3B-Thinking-2507,1772960608.325554
6d0ccb6ca04de957d3d06240efec6c6708b5a0f1,这次卷面排版太糟糕，我越做越反胃。,厌恶,gpt-5,1772960608.9916544
321300e7008e70166e0f29f0219463d0e090872f,他说话真恶心。,厌恶,Qwen/Qwen3-30B-A3B-Thinking-2507,1772960609.2289643
1864a411ad28b4a6a56a398a57339bc97a0ecf87,考试复习真是令人头疼，每次都觉得特别烦躁！,厌恶,gpt-4.1,1772960609.4846
75e23a775907926d2a0304e9f0c44200a9f2f25f,今天发工资啦，吃火锅？,开心,gpt-5,1772960609.9934373
1ec331968a653e8ad0d56e0ae0305f23e09537f6,为什么需求总这样反复改？,生气,Qwen/Qwen3-30B-A3B-Thinking-2507,1772960610.6155167
c6bb6b769eaadfcabe93b7cfd25693dbf0a8e194,看到地上那堆垃圾，我简直要吐了！,厌恶,gemini-2.5-flash,1772960613.6971562
57f8ac476695041992f5b0df9343243d04eae40b,天哪，他回来了！,惊讶,gemini-2.5-flash,1772960613.6986144
64bc5c66c4c369b8beb90386bcd14e50388c2285,一想到那些复杂的公式，我就感到一阵恶心。,厌恶,gemini-2.5-flash,1772960613.8865469
eaa8bf5edb9a95058659e45ce88bee9bb011b6ac,你在群里乱发广告，真让人倒胃口！,厌恶,gpt-5,1772960614.0473046
310249d9af29a41ec693f5079f5a4b6883215f98,快看！系统居然自动修复了这个bug！,惊讶,deepseek-v3.2,1772960615.7583697
c25db89000145de4b703bbeef849def09a59794a,这次考试考得真开心,开心,gpt-5.1,1772960616.231735
e7a0a0e2c6ec412dc40eb403781f6000d7cfffda,你猜我今天为什么这么开心？,开心,gpt-4.1,1772960616.6949556
dc300349768378ca60647596568f7c4e0242886b,这味道也太难闻了吧？,厌恶,Qwen/Qwen3-30B-A3B-Thinking-2507,1772960617.52952
f59fd4c46521a4d5b44406c521c74fbf70e95a0c,唉，考试又没考好啊。,伤心,gpt-4.1,1772960618.213818
d8c1a194151be4f8c4e273cec28ac1fbc92147a8,哈哈，终于把这个一直困扰我的难题解决了，感觉整个人都轻松了好多啊！,开心,gemini-2.5-flash,1772960619.0633347
0a7fc76b5206bb2238536fcf5356ca8ca6c206b0,朋友一约我就来了,开心,gpt-5.1,1772960619.164066
2736e48247cedc218e8be5f6f9ba2dae986e8c89,查了三次血糖，每次数值都不一样，这破机器肯定是坏了！,生气,deepseek-v3.2,1772960619.1707814
b9cd1fc12c4afc2395f2e1500bfe6aa28683c1e9,他在聚会上挤兑我，我憋得一肚子火。,生气,gpt-5,1772960620.800565
fe3c4622a2fc03a3983d6f1f7c5e3631524f94b3,身体好舒服啊！,平静,gemini-2.5-flash,1772960622.9037461
3b0f82b222cc61b31c5b95768557c5acfe08998a,这道题我都讲了多少遍了还错！,生气,deepseek-v3.2,1772960623.2905428
69047458e783fd910fe50d5f18d0ff57b191212e,我胃疼成这样，为什么还不安排检查？,生气,gpt-5,1772960624.141285
3b80304274d6db9cf06bdbc50090035bb46b55f2,又把我外卖弄丢了。,生气,gpt-5,1772960624.1472938
1bbb9b6bc9d85d7b1d12908526089f2aa9f48574,为什么我明明那么努力复习了，成绩却还是这么差？,伤心,deepseek-v3.2,1772960624.6906915
081f008f88551615ac284dcddb9d60fdebc87376,看着空荡荡的房间，心里好难受。,伤心,deepseek-v3.2,1772960625.0502267
360348cc99fe4d05f215450e8e790396288de7c9,没想到考试题目这么难，真的吓到我了！,惊讶,gpt-4.1,1772960626.045467
ef88dd967f9d5c8e55ae3cc4f1683a2a8fd291e5,体检报告居然全是正常，我自己都惊到了。,惊讶,gpt-5.1,1772960627.692715
144f50390a8eb138483429975664617ebce43b02,这病怎么老不好！,生气,gemini-2.5-flash,1772960627.848882
e1997c53d218295cc3a975538d80f779cb7848dd,大家都在聊各自的近况，气氛很轻松。,平静,gpt-4.1,1772960628.990959
e7ed6cf6b483020511f04059bede8a1abd36fc28,朋友突然疏远我，让我觉得很难过。,伤心,gpt-4.1,1772960629.9708343
1520fd77c0b44ae25e1b7c5b5be028223223948e,这病怎么老是好不了呢，感觉身体越来越差了，心好累啊！,伤心,gemini-2.5-flash,1772960631.3190193
f90b6d3f1d12974cc0c60a78617ba1e3ab968290,你居然记得我生日!,惊讶,gpt-5,1772960632.2487566
7d217933b940f2649904759c3c7c6812be981423,今天工作进展不顺，心里很难过。,伤心,gemini-2.5-flash,1772960632.8004587
95fe05e70e92e60a36a2316ef6399f3b2aba4771,又挨批评了。,伤心,gemini-2.5-flash,1772960633.4200213
c7fd4fd8faf36de67303cb219dbc454343d20964,我考得不错吧？,开心,gpt-5,1772960633.9842842
783830671659c809c7345d70f4f82fc128a6e6a5,今天太顺了吧？,开心,gpt-5,1772960635.4455862
a403c22acb9ef62e0ef1c416651329e1040c9264,这份新的项目计划书，你觉得我们是否还有可以优化的地方呢？,平静,gemini-2.5-flash,1772960637.3947518
1b3ff41b76fdc94e428dec4baa06e93ac4eacc13,我刚打开电费账单，居然比上个月便宜了一大截，真把我吓了一跳啊！,惊讶,gpt-5,1772960637.6376135
bd62685d35cabac4486742dc7a7e03b3fe31cb92,身体恢复得还不错，真是松了口气啊。,平静,gpt-4.1,1772960638.7181454
46d3810029c8d661361c858ac99077e39ad6c0e8,我说过别碰我的外卖，你怎么又给拿走了啊，这也太过分了吧，我都饿了一天了！,生气,gpt-5,1772960640.3674772
871fae69cae295e5bb18e442854bbef0d5086569,没人理我，好难过！,伤心,deepseek-v3.2,1772960641.8661125
6de2a6e0d798a43438ee60a363791ca370dc3a18,唉，怎么最近总是遇到不顺的事情，真让人难受啊。,伤心,gpt-4.1,1772960642.0691915
cc455382e06ac171de271cb1d941098780897a6f,这家诊所卫生太差了，地上都是污渍和垃圾，空气味道还那么难闻，真让人恶心！,厌恶,gpt-5.1,1772960642.606818
93bea53e3470a047e763ddc7d29a45fcc5440092,没想到这次随便复习两天，期末考试居然考了全班第一名，把老师都惊到了。,惊讶,gpt-5.1,1772960643.2076943
6aa1d70763af61dbb0900b374339c8e802d2b7c9,呀，这季度又升职了！,惊讶,gpt-5.1,1772960643.4714668
fa21d7b2cf594e64b76599233eb86c730e914206,今天的工作圆满完成啦！,开心,deepseek-v3.2,1772960643.7736595
cea650176e6a020fdc8738c2bb004b31ed2f9059,最近体检各项都正常，真的很开心。,开心,gpt-4.1,1772960644.2738283
2c36c7f28c6df4ea0cea416358faa35dc5b1b40d,你这话到底什么意思啊？,生气,deepseek-v3.2,1772960644.796018
57b994bd7b1ea52e45df9ffe522e49c79f3fe9fd,我真讨厌身体一直不舒服的感觉。,厌恶,gemini-2.5-flash,1772960645.1449823
5a86c05a61a8434b1ea2052ad651e59a8454bd88,原来是新来的实习生独立解决了这个技术难题！,惊讶,gemini-2.5-flash,1772960646.6642199
c5258d4e64852334822f53007daed2edae48e4b5,没想到老同学聚会这么热闹，大家聊得好开心啊，一整晚都完全停不下来！,开心,gpt-5.1,1772960646.9718032
1ceb53779f85ebefde88995f0352e7ba61357f1f,咳嗽拖了这么久还不好，真让人心里发慌！,伤心,gpt-5.1,1772960647.0823257
a39d5ec166a8d8f5250a65b967864c0cb381ef0d,邻居半夜还在大声唱歌，我明天还要上班，这种打扰真的让我很生气。,生气,gpt-5,1772960647.4268367
6a9e0923c0217a06ccae2d35281201c9e4dfdbc9,你为什么老是这样？,生气,gpt-4.1,1772960647.4774842
cb8f941426018f48a0f84571d6b8a331551e4664,我的天，这种人真的让人受不了！,厌恶,gpt-4.1,1772960647.715166
c9dcf87e31c175df64342bbda335d06a35a4e2b2,和老同学吃完饭又散步聊天，大家都挺放松的，没有刻意寒暄，气氛很自然。,平静,gpt-5.1,1772960648.781687
9f65a6f910801d74386c6d77d18b9e55da87ad5a,天天加班做这种烂需求，真是恶心透顶！,厌恶,deepseek-v3.2,1772960648.9227774
8baf93e9bbec362927cd9877746e073fd590a00b,哎呀，这味道也太恶心了！,厌恶,deepseek-v3.2,1772960649.1345863
eca08e1978475ce9fb881c5ad84c22deb2eab52f,他又把任务推给我，真是气死我了。,生气,gemini-2.5-flash,1772960650.200128
fc457dab91ebbbce4374dd85dd52126c685eb94a,这份方案顺利通过了，大家下午要不要去楼下喝杯奶茶小小庆祝一下？,开心,gpt-5,1772960650.413871
2f5f68b01587b99f5f99875bf54f89f2beab0739,领导突然宣布今天全员放假，真的假的？,惊讶,deepseek-v3.2,1772960650.860016
97672bd603057cc72e5e119a9bcc656e9717535e,下班一开门就闻到饭香，太幸福了！,开心,gpt-5.1,1772960650.9139717
6dfcc91858f8fe73b1df194e147dd18a2b3ddf76,你为什么总是这样啊？,厌恶,gpt-4.1,1772960651.1469223
639f4f5e4c664d6fe3913255fab4285688d8108e,冰箱里那股馊味真让我反胃难受极了,厌恶,gpt-5,1772960651.6560152
543d16ba28d9dfbfdc7d01ec9e83d4558aaccc98,今天加薪了，我挺开心。,开心,gpt-5,1772960652.1135101
b24389eb952051bad8035e381a92c5d88e654b37,医生说我的体检指标都正常，这下终于可以放心了。,开心,deepseek-v3.2,1772960653.5438542
6eb91031185885092b5caafd4267dabca60fdf34,你每天把办公室搞成这样不觉得恶心吗？,厌恶,gpt-5.1,1772960654.2099462
f950f6b30c23dc011419ad329c8d66a5be978e3f,别再玩手机了，陪我说说话一会儿好不好,伤心,gpt-5.1,1772960655.2688315
